area_type,availability,Location,society,Area,Bathroom,balcony,Price,Bhk
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,4075.0,5.0,3.0,226.0,4
Super built-up  Area,Ready To Move,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Built-up  Area,Ready To Move,Whitefield,Prtates,4000.0,4.0,3.0,380.0,4
Super built-up  Area,Ready To Move,Whitefield,FoityIn,1242.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Whitefield,DSe 2ie,1548.0,3.0,1.0,65.0,3
Super built-up  Area,Ready To Move,Whitefield,Gamesti,1405.0,3.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Whitefield,Veale R,1355.0,2.0,3.0,73.0,2
Super built-up  Area,18-Dec,Whitefield,Prtates,2882.0,5.0,1.0,158.0,4
Super built-up  Area,19-Dec,Whitefield,Oreldhi,750.0,1.0,1.0,51.0,1
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1105.0,2.0,2.0,39.99,2
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1173.0,2.0,1.0,77.0,2
Super built-up  Area,18-Mar,Whitefield,Pranthi,982.0,2.0,1.0,37.0,2
Super built-up  Area,Ready To Move,Whitefield,Satanan,1118.0,2.0,1.0,42.0,2
Super built-up  Area,18-Aug,Whitefield,Prtates,1216.0,2.0,1.0,69.0,2
Super built-up  Area,17-May,Whitefield,SVineun,1100.0,2.0,1.0,37.0,2
Super built-up  Area,19-Dec,Whitefield,Goted U,2173.0,3.0,2.0,128.0,3
Built-up  Area,Ready To Move,Whitefield,JahanSa,1435.0,3.0,2.0,45.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,905.0,1.0,1.0,62.0,1
Super built-up  Area,19-Jun,Whitefield,VaiteEx,1870.0,3.0,2.0,138.0,3
Super built-up  Area,18-Feb,Whitefield,BrlisCo,1320.0,2.0,1.0,99.26,2
Super built-up  Area,Ready To Move,Whitefield,Haestt ,2901.0,4.0,2.0,190.0,3
Super built-up  Area,20-Sep,Whitefield,Goted U,1485.0,2.0,1.0,96.51,2
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1755.0,3.0,3.0,101.0,3
Super built-up  Area,Ready To Move,Whitefield,BMttaor,1608.0,2.0,3.0,63.0,3
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,2225.0,3.0,1.0,149.0,3
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1250.0,2.0,2.0,82.0,2
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1185.0,2.0,2.0,41.0,2
Super built-up  Area,20-Dec,Whitefield,Oreldhi,1173.0,2.0,1.0,78.2,2
Super built-up  Area,18-Feb,Whitefield,BrlisCo,1740.0,4.0,3.0,130.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Whitefield,Rabow R,1060.0,2.0,1.0,35.0,2
Super built-up  Area,18-Mar,Whitefield,Prtates,1655.0,3.0,3.0,120.0,3
Built-up  Area,Ready To Move,Whitefield,GCngsn ,1125.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Whitefield,Suram S,1180.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Whitefield,Priew P,2023.0,4.0,2.0,130.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,2134.0,4.0,2.0,118.0,3
Super built-up  Area,Ready To Move,Whitefield,BMttaor,1458.0,2.0,2.0,62.0,3
Super built-up  Area,18-Jul,Whitefield,Prtates,905.0,1.0,1.0,60.0,1
Super built-up  Area,Ready To Move,Whitefield,BMttaor,1537.0,2.0,3.0,70.0,3
Super built-up  Area,Ready To Move,Whitefield,Sonviik,1186.0,2.0,3.0,55.0,2
Built-up  Area,Ready To Move,Whitefield,Agtiaur,1806.0,3.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1109.0,2.0,1.0,35.22,2
Super built-up  Area,18-Oct,Whitefield,Prtates,1216.0,2.0,1.0,67.0,2
Super built-up  Area,Ready To Move,Whitefield,SrireSo,1150.0,2.0,2.0,55.0,2
Super built-up  Area,18-Dec,Whitefield,Prtates,2830.0,5.0,3.0,190.0,4
Super built-up  Area,Ready To Move,Whitefield,Veales ,1295.0,2.0,3.0,78.5,2
Super built-up  Area,20-Dec,Whitefield,Oreldhi,840.0,1.0,1.0,57.6,1
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1109.0,2.0,1.0,35.47,2
Plot  Area,Ready To Move,Whitefield,UKe 2nz,5200.0,5.0,3.0,242.0,4
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1850.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1140.0,2.0,2.0,40.0,2
Super built-up  Area,18-Apr,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Super built-up  Area,21-Dec,Whitefield,Preaunt,1356.0,2.0,1.0,94.84,2
Super built-up  Area,20-Dec,Whitefield,Goted U,1338.0,2.0,1.0,103.0,2
Super built-up  Area,Ready To Move,Whitefield,Gamesti,1115.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Whitefield,Brony H,1870.0,3.0,2.0,90.0,3
Plot  Area,Ready To Move,Whitefield,StodsWa,3450.0,4.0,2.0,208.0,3
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1105.0,2.0,1.0,35.36,2
Super built-up  Area,18-Sep,Whitefield,ARipsul,1074.0,2.0,1.0,42.79,2
Super built-up  Area,Ready To Move,Whitefield,PritaDo,1267.0,2.0,1.0,90.33,2
Super built-up  Area,Ready To Move,Whitefield,Priew P,1836.0,3.0,2.0,125.0,3
Super built-up  Area,19-Dec,Whitefield,Eznuee ,3596.0,3.0,1.0,200.0,3
Built-up  Area,Ready To Move,Whitefield,Laave E,1275.0,2.0,3.0,65.0,3
Super built-up  Area,Ready To Move,Whitefield,Rabow R,1155.0,2.0,1.0,39.0,2
Super built-up  Area,19-Mar,Whitefield,Prtates,1216.0,2.0,1.0,82.0,2
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,1495.0,3.0,3.0,88.0,2
Super built-up  Area,20-Dec,Whitefield,Oreldhi,1564.0,3.0,1.0,103.0,3
Super built-up  Area,Ready To Move,Whitefield,Sulesil,1585.0,3.0,1.0,84.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Whitefield,Iseenst,1227.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Whitefield,Priew P,1704.0,3.0,1.0,120.0,3
Super built-up  Area,18-Jul,Whitefield,Prtates,1195.0,2.0,1.0,62.38,2
Built-up  Area,Ready To Move,Whitefield,Paony H,1770.0,4.0,1.0,68.0,3
Super built-up  Area,Ready To Move,Whitefield,FoityIn,1570.0,3.0,3.0,88.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,84.03,2
Super built-up  Area,18-Mar,Whitefield,Prtates,1216.0,2.0,1.0,72.5,2
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1215.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,2025.0,4.0,2.0,115.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1346.0,2.0,1.0,100.0,3
Built-up  Area,Ready To Move,Whitefield,Rallsdr,1020.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Whitefield,Savarar,1024.0,2.0,1.0,32.0,2
Plot  Area,Ready To Move,Whitefield,Sahidri,2990.0,3.0,2.0,198.0,4
Super built-up  Area,Ready To Move,Whitefield,Viaree ,1205.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Whitefield,Gotis A,1720.0,3.0,3.0,98.97,3
Super built-up  Area,Ready To Move,Whitefield,Aangsur,1600.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Whitefield,Prtates,1655.0,3.0,1.0,108.0,3
Super built-up  Area,Ready To Move,Whitefield,Veales ,1740.0,3.0,2.0,95.0,3
Plot  Area,Ready To Move,Whitefield,Anlthmo,1200.0,3.0,1.0,56.72,3
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1350.0,2.0,1.0,88.0,2
Built-up  Area,Ready To Move,Whitefield,Niborik,1030.0,2.0,2.0,44.0,2
Super built-up  Area,19-Mar,Whitefield,Prtates,1216.0,2.0,1.0,80.0,2
Plot  Area,Ready To Move,Whitefield,MIntare,2900.0,4.0,3.0,225.0,4
Super built-up  Area,18-Feb,Whitefield,BrlisCo,1340.0,2.0,1.0,101.0,2
Super built-up  Area,Ready To Move,Whitefield,Pae 1ov,1190.0,2.0,1.0,64.0,2
Super built-up  Area,Ready To Move,Whitefield,Nillsre,1626.0,3.0,3.0,85.0,3
Super built-up  Area,19-Jun,Whitefield,Pae 2ov,1195.0,2.0,1.0,61.36,2
Super built-up  Area,Ready To Move,Whitefield,DSe 2ie,1100.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Whitefield,Bhentne,1100.0,2.0,1.0,46.5,2
Built-up  Area,Ready To Move,Whitefield,Hoensti,1270.0,2.0,2.0,65.0,3
Super built-up  Area,18-May,Whitefield,Prtates,1216.0,2.0,1.0,73.0,2
Super built-up  Area,Ready To Move,Whitefield,Maoma P,1135.0,2.0,2.0,58.0,2
Built-up  Area,18-Apr,Whitefield,Prtates,3150.0,3.0,1.0,290.0,3
Super built-up  Area,Ready To Move,Whitefield,Sriffhi,1185.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1530.0,3.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Whitefield,Arria G,1015.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1187.0,2.0,1.0,38.0,2
Plot  Area,Ready To Move,Whitefield,PrOakSi,3940.0,5.0,3.0,265.0,4
Super built-up  Area,Ready To Move,Whitefield,Maoma P,1160.0,2.0,1.0,67.0,2
Super built-up  Area,18-Apr,Whitefield,Prtates,1216.0,2.0,1.0,66.88,2
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1180.0,2.0,1.0,77.0,2
Super built-up  Area,20-Sep,Whitefield,Goted U,2140.0,3.0,2.0,139.0,3
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1530.0,3.0,3.0,73.0,3
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1160.0,2.0,2.0,39.0,2
Super built-up  Area,18-Feb,Whitefield,Alsta F,1012.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1340.0,2.0,2.0,41.0,2
Super built-up  Area,Ready To Move,Whitefield,SLiand ,1431.0,3.0,2.0,85.0,3
Super built-up  Area,19-Dec,Whitefield,Oreldhi,524.0,1.0,1.0,29.0,1
Super built-up  Area,Ready To Move,Whitefield,ArsiaEx,2135.0,3.0,2.0,149.0,4
Built-up  Area,18-Aug,Whitefield,M1riaa ,2500.0,4.0,0.0,100.0,4
Super built-up  Area,Ready To Move,Whitefield,Prwer S,3075.0,2.0,3.0,188.0,4
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1760.0,3.0,2.0,160.0,3
Super built-up  Area,18-Jul,Whitefield,Prtates,1655.0,3.0,2.0,110.0,3
Super built-up  Area,19-Dec,Whitefield,Oreldhi,840.0,1.0,1.0,57.0,1
Super built-up  Area,Ready To Move,Whitefield,AjhalNa,1725.0,3.0,2.0,106.0,3
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1130.0,2.0,1.0,36.0,2
Super built-up  Area,Ready To Move,Whitefield,Sonviik,1116.0,2.0,3.0,51.91,2
Super built-up  Area,18-Dec,Whitefield,Asarqz ,1639.0,3.0,2.0,107.0,3
Built-up  Area,19-Oct,Whitefield,NVaree ,3565.0,4.0,0.0,218.0,4
Super built-up  Area,18-Feb,Whitefield,BrlisCo,3410.0,5.0,3.0,253.0,4
Super built-up  Area,Ready To Move,Whitefield,SearkHy,1345.0,3.0,1.0,58.0,3
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1205.0,2.0,1.0,41.0,2
Super built-up  Area,Ready To Move,Whitefield,Veales ,1250.0,2.0,2.0,85.0,2
Super built-up  Area,18-Jun,Whitefield,Asarqz ,1277.0,2.0,1.0,77.0,2
Super built-up  Area,Ready To Move,Whitefield,Brony H,1820.0,3.0,2.0,140.0,3
Built-up  Area,Ready To Move,Whitefield,ArsiaEx,3453.0,4.0,2.0,247.0,4
Super built-up  Area,18-Mar,Whitefield,Asarqz ,1245.0,2.0,1.0,59.76,2
Super built-up  Area,18-Jun,Whitefield,ARipsul,1074.0,2.0,1.0,42.8,2
Super built-up  Area,18-Oct,Whitefield,Prtates,2280.0,4.0,2.0,125.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,2882.0,5.0,1.0,200.0,4
Super built-up  Area,18-Jan,Whitefield,Suhamra,1170.0,2.0,1.0,56.0,2
Built-up  Area,Ready To Move,Whitefield,CMionsy,1634.0,3.0,2.0,68.0,3
Super built-up  Area,Ready To Move,Whitefield,Pae 1ov,1190.0,2.0,1.0,70.0,2
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1105.0,2.0,1.0,35.4,2
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1270.0,2.0,1.0,94.0,2
Super built-up  Area,Ready To Move,Whitefield,Priew P,1220.0,2.0,1.0,89.0,2
Super built-up  Area,Ready To Move,Whitefield,Sonviik,1116.0,2.0,3.0,51.91,2
Super built-up  Area,Ready To Move,Whitefield,Iseenst,1436.0,2.0,3.0,62.15,3
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1452.0,2.0,2.0,46.29,3
Super built-up  Area,Ready To Move,Whitefield,Sparam ,1370.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Whitefield,Prarat ,1050.0,2.0,3.0,43.0,2
Super built-up  Area,18-Apr,Whitefield,Asarqz ,1496.0,2.0,1.0,71.81,3
Plot  Area,Ready To Move,Whitefield,Prrry M,5400.0,5.0,3.0,475.0,4
Super built-up  Area,18-Apr,Whitefield,Alsta F,1396.0,3.0,1.0,74.0,3
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1175.0,2.0,1.0,41.0,2
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1451.0,2.0,2.0,46.4,3
Super built-up  Area,19-Apr,Whitefield,ARipsul,1063.0,2.0,1.0,42.52,2
Super built-up  Area,18-Dec,Whitefield,Prtates,1346.0,2.0,1.0,76.01,2
Super built-up  Area,Ready To Move,Whitefield,Sparam ,1317.0,2.0,2.0,52.0,2
Built-up  Area,Ready To Move,Whitefield,Sudama ,1615.0,3.0,0.0,96.9,3
Super built-up  Area,Ready To Move,Whitefield,S mesci,1220.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Whitefield,Soe 2Sa,1116.0,2.0,3.0,48.76,2
Super built-up  Area,Ready To Move,Whitefield,Salesni,1400.0,2.0,3.0,56.0,3
Super built-up  Area,Ready To Move,Whitefield,Sonviik,1140.0,2.0,3.0,55.0,2
Super built-up  Area,Ready To Move,Whitefield,DNlleks,1200.0,2.0,3.0,70.0,2
Super built-up  Area,Ready To Move,Whitefield,AHodsWo,1015.0,2.0,3.0,56.0,2
Super built-up  Area,Ready To Move,Whitefield,JahanSa,1430.0,3.0,2.0,52.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2
Built-up  Area,Ready To Move,Whitefield,JahanSa,1010.0,2.0,1.0,45.0,3
Super built-up  Area,18-Dec,Whitefield,Prtates,2321.0,4.0,1.0,157.0,3
Super built-up  Area,Ready To Move,Whitefield,Veitaus,1224.0,2.0,2.0,75.0,2
Super built-up  Area,19-Mar,Whitefield,Prtates,1655.0,3.0,2.0,113.0,3
Built-up  Area,Ready To Move,Whitefield,SneurGr,1740.0,3.0,3.0,85.0,3
Built-up  Area,18-Mar,Whitefield,MKensi ,1650.0,3.0,2.0,48.0,3
Super built-up  Area,Ready To Move,Whitefield,BMttaor,1175.0,2.0,2.0,50.0,2
Built-up  Area,Ready To Move,Whitefield,Mithmn ,1270.0,2.0,1.0,110.0,2
Super built-up  Area,Ready To Move,Whitefield,SuezeLa,1660.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1270.0,2.0,1.0,105.0,2
Super built-up  Area,Ready To Move,Whitefield,CalanGo,1315.0,2.0,2.0,69.5,2
Super built-up  Area,20-Dec,Whitefield,Oreldhi,1173.0,2.0,1.0,78.2,2
Super built-up  Area,Ready To Move,Whitefield,Asarqz ,1457.0,2.0,2.0,105.0,3
Super built-up  Area,18-Feb,Whitefield,BrlisCo,1720.0,3.0,2.0,128.0,3
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,1495.0,2.0,1.0,78.0,2
Super built-up  Area,Ready To Move,Whitefield,Suleyli,1270.0,2.0,2.0,52.0,2
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1564.0,3.0,1.0,103.0,3
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1240.0,2.0,2.0,41.0,2
Super built-up  Area,Ready To Move,Whitefield,SLiritn,1404.0,2.0,2.0,59.0,3
Super built-up  Area,18-Dec,Whitefield,Asarqz ,1639.0,3.0,2.0,107.0,3
Super built-up  Area,Ready To Move,Whitefield,BrlisCo,1760.0,3.0,2.0,139.0,3
Super built-up  Area,18-Dec,Whitefield,Goted U,613.0,1.0,1.0,48.0,1
Super built-up  Area,Ready To Move,Whitefield,SJces R,1730.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Whitefield,SLiritn,1453.0,2.0,2.0,58.0,3
Super built-up  Area,19-Dec,Whitefield,Oreldhi,877.0,1.0,1.0,59.0,1
Built-up  Area,Ready To Move,Whitefield,ArsiaEx,3453.0,4.0,0.0,231.0,5
Super built-up  Area,Ready To Move,Yelahanka,NCowsar,1600.0,2.0,3.0,75.0,3
Super built-up  Area,19-Mar,Yelahanka,Niareum,1326.0,2.0,2.0,78.0,2
Super built-up  Area,19-Dec,Yelahanka,LedorSa,3050.0,5.0,1.0,213.0,5
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1282.0,2.0,2.0,48.7,3
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1035.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Yelahanka,Sahanra,1350.0,2.0,2.0,54.0,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1210.0,2.0,1.0,45.98,2
Super built-up  Area,Ready To Move,Yelahanka,Shana S,1705.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Yelahanka,NCowsar,1234.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Yelahanka,Velas V,1315.0,2.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Yelahanka,Neite T,1170.0,2.0,1.0,62.5,2
Super built-up  Area,17-Nov,Yelahanka,Prensya,697.0,1.0,0.0,45.0,1
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1120.0,2.0,2.0,55.0,2
Built-up  Area,Ready To Move,Yelahanka,Leilo E,2195.0,4.0,2.0,127.0,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1614.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1381.0,2.0,2.0,52.48,3
Super built-up  Area,Ready To Move,Yelahanka,Ardanru,628.0,1.0,1.0,24.0,1
Built-up  Area,Ready To Move,Yelahanka,PrrloMo,1815.0,3.0,2.0,82.0,3
Super built-up  Area,Ready To Move,Yelahanka,Prensya,654.0,1.0,1.0,38.4,1
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1705.0,3.0,1.0,74.16,3
Built-up  Area,Ready To Move,Yelahanka,InllaPa,3042.0,4.0,0.0,131.0,4
Super built-up  Area,Ready To Move,Yelahanka,Ulure S,1065.0,2.0,1.0,40.84,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1036.0,2.0,3.0,39.35,2
Super built-up  Area,Ready To Move,Yelahanka,Chara N,1300.0,2.0,3.0,65.0,2
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1825.0,3.0,1.0,105.0,3
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1603.0,3.0,2.0,96.0,3
Super built-up  Area,18-May,Yelahanka,Prensya,1304.0,2.0,1.0,79.0,2
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1455.0,3.0,1.0,61.5,3
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,915.0,2.0,2.0,48.0,2
Super built-up  Area,21-Mar,Yelahanka,Goues A,1517.0,3.0,2.0,76.3,3
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1274.0,2.0,2.0,48.42,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1327.0,2.0,3.0,85.0,2
Built-up  Area,Ready To Move,Yelahanka,Rarthne,1371.0,2.0,2.0,65.0,3
Built-up  Area,Ready To Move,Yelahanka,NCowsar,1712.0,3.0,3.0,82.0,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1566.0,3.0,2.0,97.0,3
Super built-up  Area,Ready To Move,Yelahanka,Shana S,1270.0,2.0,2.0,78.0,2
Super built-up  Area,19-Dec,Yelahanka,Masser ,1400.0,2.0,2.0,80.54,3
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1391.0,2.0,2.0,64.5,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1322.0,2.0,2.0,86.0,2
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1326.0,2.0,2.0,57.0,2
Plot  Area,Ready To Move,Yelahanka,Edreelm,2675.0,4.0,2.0,140.0,4
Super built-up  Area,18-Apr,Yelahanka,Prensya,654.0,1.0,1.0,37.0,1
Built-up  Area,Ready To Move,Yelahanka,NCowsar,1465.0,3.0,2.0,80.01,3
Super built-up  Area,19-Dec,Yelahanka,Goues A,1721.0,3.0,3.0,80.86,3
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1226.0,2.0,2.0,52.71,2
Super built-up  Area,Ready To Move,Yelahanka,NCowsar,1692.0,3.0,2.0,83.0,3
Super built-up  Area,19-Jul,Yelahanka,Goues A,1033.0,2.0,1.0,52.58,2
Super built-up  Area,19-Dec,Yelahanka,Goues A,1390.0,2.0,2.0,65.31,2
Super built-up  Area,19-Dec,Yelahanka,Goues A,1040.0,2.0,1.0,48.86,2
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1345.0,2.0,1.0,57.0,3
Super built-up  Area,18-Mar,Yelahanka,Miitat ,2145.0,3.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Yelahanka,Neite T,1200.0,2.0,1.0,54.0,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1322.0,2.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1036.0,2.0,2.0,39.37,2
Super built-up  Area,18-May,Yelahanka,Prensya,602.0,1.0,1.0,26.0,1
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,1100.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1614.0,2.0,1.0,100.0,3
Super built-up  Area,18-May,Yelahanka,Miitat ,1890.0,3.0,2.0,108.0,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1556.0,3.0,2.0,86.0,3
Super built-up  Area,Ready To Move,Yelahanka,PrrloMo,1610.0,4.0,2.0,85.0,3
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1484.0,2.0,2.0,56.4,3
Super built-up  Area,19-Dec,Yelahanka,Goues A,1260.0,2.0,2.0,59.2,2
Built-up  Area,Ready To Move,Yelahanka,Rarthne,1102.0,2.0,0.0,52.0,2
Super built-up  Area,17-Dec,Yelahanka,Hotat H,1519.0,2.0,3.0,65.0,2
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1859.0,3.0,1.0,108.0,3
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1050.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1322.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Yelahanka,Hotat H,1285.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Yelahanka,NCs 2rj,2600.0,4.0,3.0,175.0,4
Super built-up  Area,Ready To Move,Yelahanka,Shana S,1305.0,2.0,1.0,78.0,2
Super built-up  Area,21-Mar,Yelahanka,Goues A,1711.0,3.0,3.0,85.61,3
Built-up  Area,Ready To Move,Yelahanka,Velas V,1315.0,2.0,3.0,75.0,2
Super built-up  Area,21-Mar,Yelahanka,Goues A,1390.0,2.0,2.0,70.21,2
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1614.0,3.0,2.0,95.0,3
Built-up  Area,Ready To Move,Yelahanka,BKideor,1650.0,3.0,3.0,105.0,3
Built-up  Area,Ready To Move,Yelahanka,JSlipTu,1200.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,990.0,2.0,2.0,37.62,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,935.0,2.0,1.0,35.53,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1282.0,2.0,1.0,48.72,3
Built-up  Area,Ready To Move,Yelahanka,NCarkna,1620.0,3.0,2.0,90.0,3
Super built-up  Area,18-Feb,Yelahanka,Prensya,654.0,1.0,1.0,36.25,1
Super built-up  Area,Ready To Move,Yelahanka,NCarkna,1614.0,3.0,2.0,93.0,3
Super built-up  Area,Ready To Move,Yelahanka,Neite T,694.0,1.0,0.0,30.84,1
Super built-up  Area,Ready To Move,Yelahanka,Reverve,1115.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Yelahanka,Niareum,2317.0,4.0,3.0,140.0,3
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1653.0,3.0,3.0,93.0,3
Super built-up  Area,Ready To Move,Yelahanka,Prensya,654.0,1.0,1.0,38.0,1
Super built-up  Area,Ready To Move,Yelahanka,Shana S,1445.0,2.0,2.0,82.0,2
Built-up  Area,15-Aug,Yelahanka,Velas V,1225.0,2.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Yelahanka,Prensya,602.0,1.0,1.0,38.0,1
Super built-up  Area,Ready To Move,Yelahanka,Prensya,697.0,1.0,1.0,35.0,1
Super built-up  Area,Ready To Move,Yelahanka,Ulure S,1065.0,2.0,1.0,41.38,2
Super built-up  Area,21-Mar,Yelahanka,Goues A,682.0,1.0,1.0,36.23,1
Super built-up  Area,19-Mar,Yelahanka,Goues A,1023.0,2.0,1.0,52.59,2
Built-up  Area,Ready To Move,Yelahanka,PuziaVe,1560.0,2.0,2.0,98.0,3
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1780.0,3.0,2.0,107.0,3
Built-up  Area,Ready To Move,Yelahanka,NCs 2rj,1342.0,2.0,2.0,75.0,3
Super built-up  Area,20-Jan,Yelahanka,Aduil T,1823.0,3.0,2.0,103.0,3
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1792.0,3.0,1.0,104.0,3
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1304.0,2.0,1.0,69.97,2
Built-up  Area,Ready To Move,Yelahanka,AdniaSk,1250.0,2.0,2.0,54.0,2
Built-up  Area,Ready To Move,Yelahanka,Shana S,1270.0,2.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Yelahanka,Jatish ,1300.0,2.0,2.0,69.23,2
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1705.0,3.0,1.0,91.0,3
Built-up  Area,Ready To Move,Yelahanka,PrrloMo,1890.0,4.0,2.0,85.0,3
